Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-02-13 00:00:00+01:00,319.0,323.20001220703125,313.20001220703125,322.1000061035156,736790,0.0,0.0
2025-02-14 00:00:00+01:00,322.5,325.8999938964844,320.70001220703125,323.1000061035156,587295,0.0,0.0
2025-02-17 00:00:00+01:00,323.1000061035156,330.3999938964844,322.1000061035156,327.20001220703125,586884,0.0,0.0
2025-02-18 00:00:00+01:00,328.5,331.79998779296875,327.20001220703125,329.6000061035156,329272,0.0,0.0
2025-02-19 00:00:00+01:00,328.79998779296875,330.0,318.70001220703125,321.8999938964844,790407,0.0,0.0
2025-02-20 00:00:00+01:00,320.8999938964844,321.0,317.29998779296875,317.79998779296875,693885,0.0,0.0
2025-02-21 00:00:00+01:00,318.3999938964844,323.70001220703125,318.3999938964844,320.5,636935,0.0,0.0
2025-02-24 00:00:00+01:00,320.5,325.5,320.1000061035156,324.0,403067,0.0,0.0
2025-02-25 00:00:00+01:00,324.1000061035156,328.6000061035156,321.79998779296875,327.29998779296875,481062,0.0,0.0
2025-02-26 00:00:00+01:00,327.70001220703125,332.6000061035156,327.6000061035156,329.70001220703125,443623,0.0,0.0
2025-02-27 00:00:00+01:00,328.0,329.0,324.0,328.79998779296875,610600,0.0,0.0
2025-02-28 00:00:00+01:00,326.0,326.70001220703125,318.0,319.70001220703125,1217285,0.0,0.0
2025-03-03 00:00:00+01:00,319.70001220703125,321.0,315.0,317.0,726475,0.0,0.0
2025-03-04 00:00:00+01:00,312.0,312.6000061035156,308.1000061035156,312.6000061035156,736933,0.0,0.0
2025-03-05 00:00:00+01:00,313.20001220703125,320.0,313.0,320.0,770721,0.0,0.0
2025-03-06 00:00:00+01:00,323.20001220703125,332.3999938964844,323.20001220703125,331.3999938964844,979746,0.0,0.0
2025-03-07 00:00:00+01:00,331.0,333.20001220703125,329.0,332.1000061035156,475069,0.0,0.0
2025-03-10 00:00:00+01:00,333.5,337.3999938964844,329.0,335.0,874645,0.0,0.0
2025-03-11 00:00:00+01:00,335.0,340.0,331.8999938964844,333.5,697846,0.0,0.0
2025-03-12 00:00:00+01:00,334.1000061035156,336.6000061035156,329.8999938964844,330.0,447859,0.0,0.0
2025-03-13 00:00:00+01:00,329.3999938964844,329.6000061035156,323.8999938964844,325.5,583535,0.0,0.0
2025-03-14 00:00:00+01:00,325.3999938964844,331.0,323.3999938964844,329.0,590777,0.0,0.0
2025-03-17 00:00:00+01:00,332.3999938964844,332.3999938964844,328.1000061035156,332.3999938964844,529967,0.0,0.0
2025-03-18 00:00:00+01:00,334.6000061035156,342.0,334.5,340.6000061035156,707436,0.0,0.0
2025-03-19 00:00:00+01:00,340.8999938964844,343.8999938964844,338.8999938964844,343.1000061035156,758077,0.0,0.0
2025-03-20 00:00:00+01:00,342.8999938964844,343.70001220703125,336.0,340.0,499132,0.0,0.0
2025-03-21 00:00:00+01:00,336.8999938964844,339.3999938964844,332.29998779296875,334.20001220703125,729253,0.0,0.0
2025-03-24 00:00:00+01:00,337.1000061035156,338.20001220703125,332.70001220703125,333.20001220703125,405420,0.0,0.0
2025-03-25 00:00:00+01:00,331.0,332.0,318.20001220703125,321.70001220703125,858091,0.0,0.0
2025-03-26 00:00:00+01:00,323.1000061035156,324.79998779296875,320.5,323.70001220703125,662929,0.0,0.0
2025-03-27 00:00:00+01:00,319.6000061035156,323.20001220703125,317.0,320.0,479442,0.0,0.0
2025-03-28 00:00:00+01:00,317.1000061035156,319.29998779296875,311.8999938964844,314.20001220703125,497342,0.0,0.0
